species_name,common_Name,order,family,actual_label,predicted_probability,zoonointel_score,risk_tier,missing_feature_percent,confidence_level,data_completeness_percent,total_missing_features,total_imputed_features,uncertainty_reason,top_driver_1,top_driver_2,top_driver_3
Otomys burtoni,Burton’s Vlei Rat,Rodentia,Muridae,0,0.026424406,2.64,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys cuanzensis,Cuanzensis Vlei Rat,Rodentia,Muridae,0,0.06307117,6.31,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys dartmouthi,Dartmouth’s Vlei Rat,Rodentia,Muridae,0,0.072693511,7.27,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys denti,Dent’s Vlei Rat,Rodentia,Muridae,0,0.080281251,8.03,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys dollmani,Dollman’s Vlei Rat,Rodentia,Muridae,0,0.06307117,6.31,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys irroratus,Irroratus Vlei Rat,Rodentia,Muridae,1,0.515999358,51.6,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys jacksoni,Jackson’s Vlei Rat,Rodentia,Muridae,0,0.06307117,6.31,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys lacustris,Lacustris Vlei Rat,Rodentia,Muridae,0,0.054669388,5.47,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys laminatus,Laminatus Vlei Rat,Rodentia,Muridae,0,0.081166822,8.12,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys maximus,Giant Vlei Rat,Rodentia,Muridae,0,0.102762312,10.28,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys occidentalis,Western Vlei Rat,Rodentia,Muridae,0,0.044357868,4.44,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys orestes,Orestes Vlei Rat,Rodentia,Muridae,0,0.06307117,6.31,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys saundersiae,Saundersi’s Vlei Rat,Rodentia,Muridae,0,0.120087417,12.01,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys tropicalis,Tropicalis Vlei Rat,Rodentia,Muridae,1,0.22950408,22.95,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys typus,Typus Vlei Rat,Rodentia,Muridae,0,0.094665566,9.47,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys uzungwensis,Uzungwensis Vlei Rat,Rodentia,Muridae,0,0.041472784,4.15,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otonycteris hemprichii,Hemprichi’s Otonycteris,Chiroptera,Vespertilionidae,0,0.106735358,10.67,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otonyctomys hatti,Hatt’s Otonyctomys,Rodentia,Cricetidae,0,0.030608206,3.06,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otopteropus cartilagonodus,Cartilagonodus Otopteropus,Chiroptera,Pteropodidae,0,0.009578066,0.96,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ototylomys phyllotis,Phyllotis Ototylomys,Rodentia,Cricetidae,0,0.145775103,14.58,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ourebia ourebi,Oureb’s Ourebia,Artiodactyla,Bovidae,1,0.747881511,74.79,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ovibos moschatus,Muskox,Artiodactyla,Bovidae,1,0.664345454,66.43,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ovis ammon,Argali,Artiodactyla,Bovidae,1,0.858646349,85.86,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ovis aries,Domestic Sheep,Artiodactyla,Bovidae,1,0.536331515,53.63,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ovis canadensis,Bighorn Sheep,Artiodactyla,Bovidae,1,0.816718052,81.67,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ovis dalli,Dall Sheep,Artiodactyla,Bovidae,1,0.504467204,50.45,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ovis nivicola,Nivicola Sheep,Artiodactyla,Bovidae,0,0.417485886,41.75,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus akodontius,Akodontius Hocicudo,Rodentia,Cricetidae,0,0.045588086,4.56,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus amazonicus,Amazonicus Hocicudo,Rodentia,Cricetidae,0,0.196518161,19.65,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus angularis,Angularis Hocicudo,Rodentia,Cricetidae,0,0.148097445,14.81,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus caparoae,Caparo’s Hocicudo,Rodentia,Cricetidae,0,0.196518161,19.65,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus dasytrichus,Dasytrichus Hocicudo,Rodentia,Cricetidae,0,0.196518161,19.65,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus delator,Delator Hocicudo,Rodentia,Cricetidae,0,0.05554076,5.55,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus hiska,Hiska Hocicudo,Rodentia,Cricetidae,0,0.028710021,2.87,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus hispidus,Hispidus Hocicudo,Rodentia,Cricetidae,0,0.254614587,25.46,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus hucucha,Hucucha Hocicudo,Rodentia,Cricetidae,0,0.021427966,2.14,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus inca,Inca Hocicudo,Rodentia,Cricetidae,0,0.053745347,5.37,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus josei,Jose’s Hocicudo,Rodentia,Cricetidae,0,0.196518161,19.65,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus nasutus,Long-nosed Hocicudo,Rodentia,Cricetidae,1,0.510085993,51.01,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus paramensis,Paramensis Hocicudo,Rodentia,Cricetidae,0,0.21332513,21.33,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus quaestor,Quaestor Hocicudo,Rodentia,Cricetidae,1,0.196518161,19.65,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus roberti,Robert’s Hocicudo,Rodentia,Cricetidae,0,0.284049673,28.4,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oxymycterus rufus,Red Hocicudo,Rodentia,Cricetidae,1,0.197256588,19.73,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ozotoceros bezoarticus,Bezoarticus Ozotoceros,Artiodactyla,Cervidae,1,0.681303951,68.13,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Pachyuromys duprasi,Dupras’s Pachyuromys,Rodentia,Muridae,0,0.169587247,16.96,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Pagophilus groenlandicus,Harp Seal,Carnivora,Phocidae,0,0.465081175,46.51,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Paguma larvata,Larvata Paguma,Carnivora,Viverridae,1,0.5379298,53.79,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Palawanomys furvus,Furvus Palawanomys,Rodentia,Muridae,0,0.010312508,1.03,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Pan paniscus,Bonobo,Primates,Hominidae,1,0.623850119,62.39,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Pan troglodytes,Chimpanzee,Primates,Hominidae,1,0.804836133,80.48,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Panthera leo,Lion,Carnivora,Felidae,1,0.842506009,84.25,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Panthera onca,Jaguar,Carnivora,Felidae,1,0.735676388,73.57,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Panthera pardus,Leopard,Carnivora,Felidae,1,0.924408079,92.44,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Panthera tigris,Tiger,Carnivora,Felidae,1,0.613490703,61.35,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phocoena dioptrica,Dioptrica Phocoena,Cetacea,Phocoenidae,0,0.260270001,26.03,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phocoena phocoena,Harbor Porpoise,Cetacea,Phocoenidae,1,0.259604475,25.96,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phocoena sinus,Vaquita,Cetacea,Phocoenidae,0,0.205673745,20.57,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phocoena spinipinnis,Spinipinnis Phocoena,Cetacea,Phocoenidae,1,0.288098741,28.81,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phocoenoides dalli,Dall’s Phocoenoides,Cetacea,Phocoenidae,1,0.281737268,28.17,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phodopus campbelli,Campbell’s Dwarf Hamster,Rodentia,Cricetidae,0,0.134591166,13.46,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phodopus roborovskii,Roborovski’s Dwarf Hamster,Rodentia,Cricetidae,0,0.225935689,22.59,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phodopus sungorus,Djungarian Hamster,Rodentia,Cricetidae,0,0.106601754,10.66,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phoniscus aerosa,Aerosa Phoniscus,Chiroptera,Vespertilionidae,0,0.020064204,2.01,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phoniscus atrox,Atrox Phoniscus,Chiroptera,Vespertilionidae,0,0.020833999,2.08,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phoniscus jagorii,Jagori’s Phoniscus,Chiroptera,Vespertilionidae,0,0.016479709,1.65,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phoniscus papuensis,Papuensis Phoniscus,Chiroptera,Vespertilionidae,0,0.100737116,10.07,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phylloderma stenops,Stenops Phylloderma,Chiroptera,Phyllostomidae,0,0.442795437,44.28,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phyllomys blainvillii,Blainvilli’s Tree Rat,Rodentia,Echimyidae,0,0.043438376,4.34,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phyllomys brasiliensis,Brazilian Tree Rat,Rodentia,Echimyidae,0,0.089112066,8.91,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Phyllomys dasythrix,Dasythrix Tree Rat,Rodentia,Echimyidae,0,0.092309592,9.23,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Pantholops hodgsonii,Hodgsoni’s Pantholops,Artiodactyla,Bovidae,0,0.210190328,21.02,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Papagomys armandvillei,Armandville’s Papagomys,Rodentia,Muridae,0,0.035339433,3.53,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Papagomys theodorverhoeveni,Theodorverhoeven’s Papagomys,Rodentia,Muridae,0,0.035339433,3.53,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
